"ID","Item","pic","correct","condition","responseRT","response","answer"
6,14,"images/17","b","cognitive",0.994777023792267,"b",1
6,15,"images/18","d","physical",1.06041855691001,"d",1
6,16,"images/19","b","physical",2.12879139790311,"b",1
6,17,"images/20","c","affect",1.73892816202715,"c",1
6,18,"images/21","b","physical",1.39138351613656,"b",1
6,19,"images/22","a","physical",1.02447815146297,"a",1
6,20,"images/23","d","affect",1.1245539248921,"d",1
6,21,"images/24","d","cognitive",1.72467300668359,"d",1
6,22,"images/25","a","cognitive",1.35841694520786,"a",1
6,23,"images/26","b","affect",1.19162238528952,"b",1
6,24,"images/27","d","cognitive",1.12444773921743,"d",1
6,25,"images/29","b","affect",2.06346008041874,"b",1
6,26,"images/30","b","affect",2.62384816026315,"b",1
6,27,"images/31","d","affect",1.59311918308958,"d",1
6,28,"images/32","b","affect",2.23559342604131,"b",1
6,29,"images/33","c","affect",5.39520940044895,"b",0
6,30,"images/34","d","affect",1.50675223954022,"d",1
6,31,"images/35","d","affect",2.79171484010294,"d",1
6,32,"images/36","d","affect",1.3043669485487,"d",1
6,33,"images/37","b","affect",7.0601644818671,"c",0
6,34,"images/38","b","affect",3.50640288647264,"c",0
6,35,"images/39","c","affect",4.37404192518443,"c",1
6,36,"images/40","c","cognitive",1.55657053692266,"c",1
6,37,"images/41","a","affect",4.13858195301145,"a",1
6,38,"images/42","d","affect",5.95875898376107,"d",1
6,39,"images/43","a","affect",4.83847172511742,"a",1
6,40,"images/44","d","cognitive",2.59323563426733,"d",1
6,41,"images/45","d","affect",2.19347373349592,"d",1
6,42,"images/46","c","affect",1.56161386473104,"c",1
6,43,"images/47","b","affect",2.15939205465838,"b",1
6,44,"images/48","a","affect",3.02521824138239,"a",1
6,45,"images/49","a","affect",1.82748746639118,"a",1
6,46,"images/50","d","affect",2.0271991933696,"d",1
6,47,"images/51","c","affect",3.0917913839221,"c",1
6,48,"images/52","c","affect",3.02705387026072,"c",1
6,49,"images/53","d","affect",2.49622576497495,"d",1
6,50,"images/54","c","affect",1.55862944386899,"c",1
6,51,"images/55","a","affect",2.87262045126408,"a",1
6,52,"images/56","c","affect",1.8363168979995,"c",1
6,53,"images/57","d","affect",3.95890783611685,"d",1
6,54,"images/58","d","cognitive",1.20784758590162,"d",1
6,55,"images/59","b","cognitive",1.06225418578833,"b",1
6,56,"images/60","b","affect",1.39232988189906,"b",1
6,57,"images/62","c","cognitive",2.99426406109706,"c",1
6,58,"images/63","d","cognitive",2.86101255333051,"a",0
6,59,"images/64","b","cognitive",7.72660423442721,"c",0
6,60,"images/65","c","physical",3.32500445935875,"c",1
6,61,"images/66","a","affect",8.64069090504199,"c",0
6,62,"images/67","b","affect",6.42551556089893,"b",1
6,63,"images/68","d","cognitive",5.93732139375061,"b",0
6,64,"images/69","a","cognitive",3.64050355646759,"d",0
6,65,"images/70","a","physical",2.07311140652746,"a",1
6,66,"images/71","a","cognitive",3.32453608838841,"a",1
6,67,"images/72","c","cognitive",2.5380984400399,"c",1
6,68,"images/73","a","cognitive",3.02630415605381,"a",1
6,69,"images/74","c","cognitive",3.19627657998353,"c",1
6,70,"images/75","d","cognitive",2.07010805886239,"d",1
6,71,"images/76","b","cognitive",7.19403866538778,"b",1
6,72,"images/77","a","cognitive",4.99065054766834,"a",1
6,73,"images/78","b","affect",7.5262669431977,"c",0
6,74,"images/79","a","cognitive",5.43717350391671,"a",1
6,75,"images/80","b","affect",6.3911682581529,"d",0
6,76,"images/81","a","affect",9.50551201915368,"a",1
6,77,"images/82","d","physical",1.89343696972355,"b",0
6,78,"images/83","d","affect",2.50815125694498,"d",1
6,79,"images/84","b","cognitive",7.39462137036026,"b",1
6,80,"images/85","c","cognitive",7.49556074244902,"c",1
6,81,"images/86","a","physical",3.16066050576046,"a",1
6,82,"images/87","d","affect",6.02516787545756,"d",1
6,83,"images/88","d","cognitive",3.3387107225135,"d",1
6,84,"images/89","c","affect",2.80738794058561,"c",1
6,85,"images/90","b","cognitive",2.49491689307615,"b",1
6,86,"images/91","c","cognitive",3.82683399226516,"c",1
6,87,"images/92","d","cognitive",4.27174074854702,"d",1
6,88,"images/93","b","cognitive",3.47228078637272,"b",1
6,89,"images/94","a","affect",3.29130645934492,"a",1
6,90,"images/95","b","cognitive",1.9264510194771,"b",1
6,91,"images/96","c","affect",6.02743402076885,"c",1
6,92,"images/97","c","affect",3.99421497853473,"d",0
6,93,"images/98","a","physical",1.99404078302905,"a",1
6,94,"images/99","b","cognitive",6.02733104350045,"b",1
6,95,"images/100","d","cognitive",7.56105342367664,"d",1
6,96,"images/101","c","physical",4.12657690187916,"c",1
6,97,"images/102","b","affect",1.69318019971251,"b",1
6,98,"images/103","c","cognitive",4.02570040663704,"b",0
7,1,"images/4","b","cognitive",2.83491114433855,"c",0
7,2,"images/5","a","physical",1.5271270130761,"d",0
7,3,"images/6","a","affect",3.16369946207851,"a",1
7,4,"images/7","d","affect",1.39299618732184,"d",1
7,5,"images/8","b","cognitive",1.33103328989819,"b",1
7,6,"images/9","b","physical",1.09220040636137,"d",0
7,7,"images/10","c","physical",2.6009550918825,"c",1
7,8,"images/11","c","cognitive",1.22986454470083,"c",1
7,9,"images/12","d","affect",1.2923782588914,"d",1
7,10,"images/13","d","cognitive",1.29767951136455,"d",1
7,11,"images/14","c","physical",1.33465450257063,"c",1
7,12,"images/15","a","affect",1.05774082243443,"a",1
7,13,"images/16","b","affect",1.56695393426344,"b",1
7,14,"images/17","b","cognitive",1.86424976633862,"b",1
7,15,"images/18","d","physical",1.26198451919481,"d",1
7,16,"images/19","b","physical",1.76783723011613,"d",0
7,17,"images/20","c","affect",2.10354973748326,"c",1
7,18,"images/21","b","physical",1.90650451602414,"b",1
7,19,"images/22","a","physical",1.76049984805286,"a",1
7,20,"images/23","d","affect",1.46822552895173,"d",1
7,21,"images/24","d","cognitive",1.29718964640051,"d",1
7,22,"images/25","a","cognitive",1.35903801769018,"a",1
7,23,"images/26","b","affect",1.22624076576903,"b",1
7,24,"images/27","d","cognitive",1.29680179711431,"d",1
7,25,"images/29","b","affect",2.33986143907532,"b",1
7,26,"images/30","b","affect",2.7923227599822,"b",1
7,27,"images/31","d","affect",1.96602033637464,"d",1
7,28,"images/32","b","affect",5.16147405933589,"b",1
7,29,"images/33","c","affect",5.06675118766725,"c",1
7,30,"images/34","d","affect",2.74088152498007,"d",1
7,31,"images/35","d","affect",2.49368244688958,"d",1
7,32,"images/36","d","affect",4.49132423195988,"d",1
7,33,"images/37","b","affect",4.16547125158831,"b",1
7,34,"images/38","b","affect",3.09848652081564,"b",1
7,35,"images/39","c","affect",6.12465080711991,"d",0
7,36,"images/40","c","cognitive",2.0942525761202,"c",1
7,37,"images/41","a","affect",2.20482306461781,"a",1
7,38,"images/42","d","affect",3.79839233309031,"d",1
7,39,"images/43","a","affect",5.06073005544022,"a",1
7,40,"images/44","d","cognitive",2.00001026550308,"d",1
7,41,"images/45","d","affect",2.50897186854854,"d",1
7,42,"images/46","c","affect",1.39808378554881,"c",1
7,43,"images/47","b","affect",4.33398819714785,"b",1
7,44,"images/48","a","affect",3.70288702473044,"a",1
7,45,"images/49","a","affect",2.3704653037712,"a",1
7,46,"images/50","d","affect",4.36307755578309,"d",1
7,47,"images/51","c","affect",3.35989167168736,"c",1
7,48,"images/52","c","affect",1.86553939012811,"c",1
7,49,"images/53","d","affect",2.44037542818114,"d",1
7,50,"images/54","c","affect",2.466709098313,"c",1
7,51,"images/55","a","affect",1.60462506627664,"a",1
7,52,"images/56","c","affect",1.66143427975476,"c",1
7,53,"images/57","d","affect",5.93848879169673,"d",1
7,54,"images/58","d","cognitive",2.0660855229944,"d",1
7,55,"images/59","b","cognitive",2.96671679755673,"b",1
7,56,"images/60","b","affect",3.49328240705654,"b",1
7,57,"images/62","c","cognitive",3.70398801751435,"c",1
7,58,"images/63","d","cognitive",1.80165520962328,"d",1
7,59,"images/64","b","cognitive",7.436855268199,"d",0
7,60,"images/65","c","physical",3.33212722465396,"c",1
7,61,"images/66","a","affect",4.93659445596859,"a",1
7,62,"images/67","b","affect",5.43617228092626,"d",0
7,63,"images/68","d","cognitive",3.56341228075325,"d",1
7,64,"images/69","a","cognitive",2.99729243153706,"a",1
7,65,"images/70","a","physical",2.22762213880196,"a",1
7,66,"images/71","a","cognitive",2.7966513405554,"a",1
7,67,"images/72","c","cognitive",1.49235240230337,"c",1
7,68,"images/73","a","cognitive",4.72933778772131,"b",0
7,69,"images/74","c","cognitive",4.20921291876584,"c",1
7,70,"images/75","d","cognitive",2.43631311319768,"d",1
7,71,"images/76","b","cognitive",4.06009807577357,"b",1
7,72,"images/77","a","cognitive",2.85945281479508,"b",0
7,73,"images/78","b","affect",4.53014223091304,"b",1
7,74,"images/79","a","cognitive",2.90296992054209,"a",1
7,75,"images/80","b","affect",2.93054445227608,"a",0
7,76,"images/81","a","affect",2.73090779222548,"a",1
7,77,"images/82","d","physical",2.13249666057527,"d",1
7,78,"images/83","d","affect",3.00496761826798,"d",1
7,79,"images/84","b","cognitive",4.26313363201916,"b",1
7,80,"images/85","c","cognitive",3.76881984667853,"c",1
7,81,"images/86","a","physical",1.92841946007684,"a",1
7,82,"images/87","d","affect",2.6361098526977,"d",1
7,83,"images/88","d","cognitive",2.60234801378101,"d",1
7,84,"images/89","c","affect",3.09376014536247,"c",1
7,85,"images/90","b","cognitive",1.73381137102842,"b",1
7,86,"images/91","c","cognitive",3.33412068849429,"c",1
7,87,"images/92","d","cognitive",3.03177735861391,"d",1
7,88,"images/93","b","cognitive",2.86532477382571,"b",1
7,89,"images/94","a","affect",3.4365594885312,"a",1
7,90,"images/95","b","cognitive",3.59905081102625,"b",1
7,91,"images/96","c","affect",4.85903192218393,"c",1
7,92,"images/97","c","affect",3.59250965947285,"c",1
7,93,"images/98","a","physical",1.5267244069837,"a",1
7,94,"images/99","b","cognitive",2.759839637205,"a",0
7,95,"images/100","d","cognitive",2.90502722328529,"a",0
7,96,"images/101","c","physical",1.9332369430922,"c",1
7,97,"images/102","b","affect",1.56798274628818,"b",1
7,98,"images/103","c","cognitive",3.15974397398531,"b",0
8,1,"images/4","b","cognitive",2.92751479847357,"b",1
8,2,"images/5","a","physical",2.29244402330369,"a",1
8,3,"images/6","a","affect",3.42745641293004,"a",1
8,4,"images/7","d","affect",2.32819900522009,"d",1
8,5,"images/8","b","cognitive",1.66011546319351,"b",1
8,6,"images/9","b","physical",1.52690020622686,"b",1
8,7,"images/10","c","physical",4.63833493506536,"c",1
8,8,"images/11","c","cognitive",1.66045872122049,"c",1
8,9,"images/12","d","affect",1.95925398124382,"d",1
8,10,"images/13","d","cognitive",1.79344011330977,"d",1
8,11,"images/14","c","physical",1.5582541055046,"c",1
8,12,"images/15","a","affect",2.12790919281542,"a",1
8,13,"images/16","b","affect",2.10214173840359,"b",1
8,14,"images/17","b","cognitive",3.18919295212254,"b",1
8,15,"images/18","d","physical",1.75772876059636,"d",1
8,16,"images/19","b","physical",2.55729522882029,"b",1
8,17,"images/20","c","affect",2.29084867518395,"c",1
8,18,"images/21","b","physical",1.42521144030616,"b",1
8,19,"images/22","a","physical",1.05693528894335,"a",1
8,20,"images/23","d","affect",1.92528907442465,"d",1
8,21,"images/24","d","cognitive",1.423554177396,"d",1
8,22,"images/25","a","cognitive",1.49247334478423,"a",1
8,23,"images/26","b","affect",1.70437554595992,"b",1
8,24,"images/27","d","cognitive",2.42717250296846,"d",1
8,25,"images/29","b","affect",3.56012598518282,"b",1
8,26,"images/30","b","affect",3.00238002976403,"b",1
8,27,"images/31","d","affect",1.82482256460935,"d",1
8,28,"images/32","b","affect",5.49173806654289,"b",1
8,29,"images/33","c","affect",7.85917532071471,"c",1
8,30,"images/34","d","affect",2.53002610057592,"d",1
8,31,"images/35","d","affect",3.84109139395878,"d",1
8,32,"images/36","d","affect",2.77152003673837,"d",1
8,33,"images/37","b","affect",3.26007638918236,"b",1
8,34,"images/38","b","affect",2.66149876080453,"b",1
8,35,"images/39","c","affect",4.76073114620522,"c",1
8,36,"images/40","c","cognitive",1.72492676088586,"c",1
8,37,"images/41","a","affect",2.92644877405837,"a",1
8,38,"images/42","d","affect",6.42745224246755,"d",1
8,39,"images/43","a","affect",4.6608311724849,"a",1
8,40,"images/44","d","cognitive",1.90476320357993,"d",1
8,41,"images/45","d","affect",6.52733489265665,"d",1
8,42,"images/46","c","affect",6.2284097080119,"c",1
8,43,"images/47","b","affect",5.19282122235745,"b",1
8,44,"images/48","a","affect",4.32697386248037,"a",1
8,45,"images/49","a","affect",2.76139456452802,"a",1
8,46,"images/50","d","affect",2.8605297463946,"d",1
8,47,"images/51","c","affect",5.5585893439129,"c",1
8,48,"images/52","c","affect",4.19540849002078,"c",1
8,49,"images/53","d","affect",4.44028592435643,"c",0
8,50,"images/54","c","affect",3.86048579681665,"c",1
8,51,"images/55","a","affect",3.49081511935219,"b",0
8,52,"images/56","c","affect",8.2253970564343,"c",1
8,53,"images/57","d","affect",4.75764663564041,"d",1
8,54,"images/58","d","cognitive",2.63960595242679,"d",1
8,55,"images/59","b","cognitive",1.85969309508801,"b",1
8,56,"images/60","b","affect",2.69655760237947,"a",0
8,57,"images/62","c","cognitive",5.92767102923244,"c",1
8,58,"images/63","d","cognitive",4.62544671678916,"d",1
8,59,"images/64","b","cognitive",10.1265409723856,"c",0
8,60,"images/65","c","physical",4.36063657375053,"c",1
8,61,"images/66","a","affect",5.4585539912805,"a",1
8,62,"images/67","b","affect",5.3407853487879,"a",0
8,63,"images/68","d","cognitive",4.22657985333353,"d",1
8,64,"images/69","a","cognitive",13.4019273137674,"a",1
8,65,"images/70","a","physical",3.87225152924657,"a",1
8,66,"images/71","a","cognitive",7.55963034601882,"a",1
8,67,"images/72","c","cognitive",2.83837676793337,"c",1
8,68,"images/73","a","cognitive",5.39192567113787,"a",1
8,69,"images/74","c","cognitive",5.89166902983561,"c",1
8,70,"images/75","d","cognitive",3.12616499233991,"d",1
8,71,"images/76","b","cognitive",4.29225795855746,"b",1
8,72,"images/77","a","cognitive",3.99340848252177,"a",1
8,73,"images/78","b","affect",5.89332340564579,"b",1
8,74,"images/79","a","cognitive",2.4945088326931,"a",1
8,75,"images/80","b","affect",9.00305178854614,"b",1
8,76,"images/81","a","affect",5.86020734068006,"a",1
8,77,"images/82","d","physical",1.9919231692329,"d",1
8,78,"images/83","d","affect",5.85640904586762,"d",1
8,79,"images/84","b","cognitive",5.39268019748852,"b",1
8,80,"images/85","c","cognitive",5.72743029939011,"c",1
8,81,"images/86","a","physical",2.46058755554259,"a",1
8,82,"images/87","d","affect",6.22427842020988,"d",1
8,83,"images/88","d","cognitive",3.69121432537213,"d",1
8,84,"images/89","c","affect",7.03903357777745,"c",1
8,85,"images/90","b","cognitive",8.15881942305714,"b",1
8,86,"images/91","c","cognitive",6.76640741573647,"c",1
8,87,"images/92","d","cognitive",7.6576295690611,"d",1
8,88,"images/93","b","cognitive",7.59231942379847,"b",1
8,89,"images/94","a","affect",6.05675114877522,"a",1
8,90,"images/95","b","cognitive",1.97316202940419,"b",1
8,91,"images/96","c","affect",3.46146943978965,"c",1
8,92,"images/97","c","affect",2.22586735198274,"c",1
8,93,"images/98","a","physical",3.79419431881979,"a",1
8,94,"images/99","b","cognitive",11.1015822594054,"b",1
8,95,"images/100","d","cognitive",7.62691278150305,"d",1
8,96,"images/101","c","physical",3.26079338183627,"c",1
8,97,"images/102","b","affect",2.30502074304968,"b",1
8,98,"images/103","c","cognitive",4.62668212503195,"c",1
9,1,"images/4","b","cognitive",3.96214793575928,"b",1
9,2,"images/5","a","physical",5.32321566762403,"a",1
9,3,"images/6","a","affect",1.82421432435513,"a",1
9,4,"images/7","d","affect",2.19058426981792,"d",1
9,5,"images/8","b","cognitive",1.72316267108545,"b",1
9,6,"images/9","b","physical",4.92428977647796,"b",1
9,7,"images/10","c","physical",4.35751292528585,"c",1
9,8,"images/11","c","cognitive",1.52402838738635,"c",1
9,9,"images/12","d","affect",1.92326288949698,"d",1
9,10,"images/13","d","cognitive",1.95748411724344,"d",1
9,11,"images/14","c","physical",1.82387780304998,"c",1
9,12,"images/15","a","affect",1.39081730088219,"a",1
9,13,"images/16","b","affect",1.258415277116,"b",1
9,14,"images/17","b","cognitive",1.49083500914276,"b",1
9,15,"images/18","d","physical",1.22505508176982,"d",1
9,16,"images/19","b","physical",1.25827027438208,"b",1
9,17,"images/20","c","affect",1.99055398628116,"c",1
9,18,"images/21","b","physical",1.19106098171324,"b",1
9,19,"images/22","a","physical",1.29025872051716,"a",1
9,20,"images/23","d","affect",1.0908001055941,"d",1
9,21,"images/24","d","cognitive",1.09098681248724,"d",1
9,22,"images/25","a","cognitive",0.957896347623318,"a",1
9,23,"images/26","b","affect",0.893465841654688,"b",1
9,24,"images/27","d","cognitive",1.35886638890952,"d",1
9,25,"images/29","b","affect",2.09581199428067,"b",1
9,26,"images/30","b","affect",4.80217940034345,"b",1
9,27,"images/31","d","affect",2.72670945711434,"d",1
9,28,"images/32","b","affect",6.65962495701388,"b",1
9,29,"images/33","c","affect",12.4575537308119,"b",0
9,30,"images/34","d","affect",2.49087767582387,"d",1
9,31,"images/35","d","affect",7.10427507106215,"d",1
9,32,"images/36","d","affect",1.17084500519559,"d",1
9,33,"images/37","b","affect",8.8704701163806,"b",1
9,34,"images/38","b","affect",5.33741628658026,"b",1
9,35,"images/39","c","affect",6.69419906660914,"c",1
9,36,"images/40","c","cognitive",1.66119175357744,"c",1
9,37,"images/41","a","affect",5.23688337067142,"a",1
9,38,"images/42","d","affect",12.4908853750676,"b",0
9,39,"images/43","a","affect",10.5961190024391,"a",1
9,40,"images/44","d","cognitive",2.59262931859121,"d",1
9,41,"images/45","d","affect",7.2604148350656,"d",1
9,42,"images/46","c","affect",6.77026313496754,"a",0
9,43,"images/47","b","affect",5.19276861054823,"a",0
9,44,"images/48","a","affect",6.07066497113556,"a",1
9,45,"images/49","a","affect",6.62746680667624,"b",0
9,46,"images/50","d","affect",3.19438096135855,"d",1
9,47,"images/51","c","affect",4.16125944303349,"c",1
9,48,"images/52","c","affect",3.42682667868212,"b",0
9,49,"images/53","d","affect",6.52759025106207,"a",0
9,50,"images/54","c","affect",4.42764728982002,"c",1
9,51,"images/55","a","affect",5.12636613519862,"b",0
9,52,"images/56","c","affect",8.03734615957364,"d",0
9,53,"images/57","d","affect",2.93812724808231,"b",0
9,54,"images/58","d","cognitive",2.16285479115322,"d",1
9,55,"images/59","b","cognitive",1.57751698000357,"b",1
9,56,"images/60","b","affect",4.17514695972204,"a",0
9,57,"images/62","c","cognitive",4.92782629746944,"c",1
9,58,"images/63","d","cognitive",2.260980729945,"d",1
9,59,"images/64","b","cognitive",17.491132392548,"c",0
9,60,"images/65","c","physical",3.52892799535766,"c",1
9,61,"images/66","a","affect",11.7932360833511,"d",0
9,62,"images/67","b","affect",6.0408406550996,"b",1
9,63,"images/68","d","cognitive",7.13735167728737,"b",0
9,64,"images/69","a","cognitive",13.8606205335818,"a",1
9,65,"images/70","a","physical",10.2607965897769,"a",1
9,66,"images/71","a","cognitive",2.60480824392289,"a",1
9,67,"images/72","c","cognitive",2.10294695058838,"c",1
9,68,"images/73","a","cognitive",19.4704868621193,"b",0
9,69,"images/74","c","cognitive",3.43816831056029,"c",1
9,70,"images/75","d","cognitive",2.59126558946446,"d",1
9,71,"images/76","b","cognitive",8.82466376759112,"c",0
9,72,"images/77","a","cognitive",8.93838453106582,"c",0
9,73,"images/78","b","affect",10.7938379077241,"a",0
9,74,"images/79","a","cognitive",4.49366608588025,"a",1
9,75,"images/80","b","affect",12.7267351215705,"b",1
9,76,"images/81","a","affect",2.59561470150948,"a",1
9,77,"images/82","d","physical",4.32422426855192,"d",1
9,78,"images/83","d","affect",3.86230121506378,"d",1
9,79,"images/84","b","cognitive",5.25790103105828,"b",1
9,80,"images/85","c","cognitive",9.27000264357775,"a",0
9,81,"images/86","a","physical",4.29086696123704,"a",1
9,82,"images/87","d","affect",10.5267603364773,"b",0
9,83,"images/88","d","cognitive",4.12600940326229,"d",1
9,84,"images/89","c","affect",6.09528940822929,"c",1
9,85,"images/90","b","cognitive",4.95988884847611,"b",1
9,86,"images/91","c","cognitive",5.1599175282754,"c",1
9,87,"images/92","d","cognitive",12.5594837400131,"d",1
9,88,"images/93","b","cognitive",2.99338698852807,"b",1
9,89,"images/94","a","affect",2.92559094913304,"a",1
9,90,"images/95","b","cognitive",2.55760961491615,"b",1
9,91,"images/96","c","affect",3.65958646079525,"c",1
9,92,"images/97","c","affect",2.52732783555984,"c",1
9,93,"images/98","a","physical",1.75829305127263,"a",1
9,94,"images/99","b","cognitive",5.49110576556996,"b",1
9,95,"images/100","d","cognitive",6.69311603950337,"d",1
9,96,"images/101","c","physical",2.92842363053933,"c",1
9,97,"images/102","b","affect",2.27076583122835,"b",1
9,98,"images/103","c","cognitive",3.26028715632856,"c",1
10,1,"images/4","b","cognitive",2.66180191887543,"a",0
10,2,"images/5","a","physical",1.32573043415323,"a",1
10,3,"images/6","a","affect",2.19604464014992,"a",1
10,4,"images/7","d","affect",1.62604565359652,"d",1
10,5,"images/8","b","cognitive",1.69474860001355,"b",1
10,6,"images/9","b","physical",1.76286415802315,"b",1
10,7,"images/10","c","physical",1.52425936469808,"c",1
10,8,"images/11","c","cognitive",1.85811186209321,"c",1
10,9,"images/12","d","affect",1.55778894294053,"d",1
10,10,"images/13","d","cognitive",1.42469944106415,"d",1
10,11,"images/14","c","physical",1.05781236197799,"c",1
10,12,"images/15","a","affect",1.09140321379527,"a",1
10,13,"images/16","b","affect",1.02510981075466,"b",1
10,14,"images/17","b","cognitive",1.42417043820024,"b",1
10,15,"images/18","d","physical",1.12478618556634,"d",1
10,16,"images/19","b","physical",1.79155893065035,"b",1
10,17,"images/20","c","affect",1.42711347527802,"c",1
10,18,"images/21","b","physical",0.995309554506093,"b",1
10,19,"images/22","a","physical",0.962550542317331,"a",1
10,20,"images/23","d","affect",1.62602416006848,"d",1
10,21,"images/24","d","cognitive",1.15900933789089,"d",1
10,22,"images/25","a","cognitive",1.04095197375864,"a",1
10,23,"images/26","b","affect",1.09381436090916,"b",1
10,24,"images/27","d","cognitive",1.16262766299769,"d",1
10,25,"images/29","b","affect",1.4623035248369,"b",1
10,26,"images/30","b","affect",2.0419997125864,"b",1
10,27,"images/31","d","affect",1.65977156348526,"d",1
10,28,"images/32","b","affect",3.32699824310839,"a",0
10,29,"images/33","c","affect",6.02942395489663,"c",1
10,30,"images/34","d","affect",1.12616852112114,"d",1
10,31,"images/35","d","affect",3.47058085678145,"b",0
10,32,"images/36","d","affect",1.66032270109281,"d",1
10,33,"images/37","b","affect",2.76126848952845,"b",1
10,34,"images/38","b","affect",2.22859481023625,"b",1
10,35,"images/39","c","affect",2.56040283758193,"c",1
10,36,"images/40","c","cognitive",1.7341915210709,"c",1
10,37,"images/41","a","affect",3.49835845641792,"c",0
10,38,"images/42","d","affect",5.42447584168985,"d",1
10,39,"images/43","a","affect",3.26092009851709,"a",1
10,40,"images/44","d","cognitive",1.66093543311581,"d",1
10,41,"images/45","d","affect",1.66341555304825,"a",0
10,42,"images/46","c","affect",1.47486484609544,"c",1
10,43,"images/47","b","affect",1.36216006241739,"b",1
10,44,"images/48","a","affect",1.5589659656398,"d",0
10,45,"images/49","a","affect",1.34146127849817,"a",1
10,46,"images/50","d","affect",1.42836267827079,"b",0
10,47,"images/51","c","affect",2.66129248542711,"c",1
10,48,"images/52","c","affect",1.29547656420618,"c",1
10,49,"images/53","d","affect",1.56233181944117,"d",1
10,50,"images/54","c","affect",1.19534657523036,"c",1
10,51,"images/55","a","affect",1.49416268756613,"a",1
10,52,"images/56","c","affect",1.09442420536652,"c",1
10,53,"images/57","d","affect",3.42466383147985,"d",1
10,54,"images/58","d","cognitive",1.39206072874367,"d",1
10,55,"images/59","b","cognitive",0.926247951574624,"b",1
10,56,"images/60","b","affect",1.22628856543452,"b",1
10,57,"images/62","c","cognitive",2.86009987210855,"c",1
10,58,"images/63","d","cognitive",1.47210627049208,"d",1
10,59,"images/64","b","cognitive",9.55828490294516,"d",0
10,60,"images/65","c","physical",2.09361289720982,"d",0
10,61,"images/66","a","affect",6.80130906449631,"a",1
10,62,"images/67","b","affect",5.62730223499238,"b",1
10,63,"images/68","d","cognitive",3.76221260940656,"d",1
10,64,"images/69","a","cognitive",2.4615390538238,"a",1
10,65,"images/70","a","physical",5.09394524805248,"a",1
10,66,"images/71","a","cognitive",6.06088596535847,"a",1
10,67,"images/72","c","cognitive",1.8612367939204,"c",1
10,68,"images/73","a","cognitive",5.02613445231691,"c",0
10,69,"images/74","c","cognitive",2.47196543822065,"c",1
10,70,"images/75","d","cognitive",1.39191957609728,"d",1
10,71,"images/76","b","cognitive",4.86092850379646,"b",1
10,72,"images/77","a","cognitive",3.79559173202142,"b",0
10,73,"images/78","b","affect",4.39271708996966,"d",0
10,74,"images/79","a","cognitive",3.82713907537982,"a",1
10,75,"images/80","b","affect",2.20616530021653,"b",1
10,76,"images/81","a","affect",4.16490054503083,"a",1
10,77,"images/82","d","physical",4.6724653756246,"d",1
10,78,"images/83","d","affect",3.96177163533866,"d",1
10,79,"images/84","b","cognitive",4.95973133482039,"b",1
10,80,"images/85","c","cognitive",3.42741406708956,"c",1
10,81,"images/86","a","physical",2.50576064037159,"a",1
10,82,"images/87","d","affect",2.46158974058926,"d",1
10,83,"images/88","d","cognitive",2.19148764852434,"d",1
10,84,"images/89","c","affect",2.95982051780447,"c",1
10,85,"images/90","b","cognitive",2.39312835782766,"b",1
10,86,"images/91","c","cognitive",2.97391366865486,"c",1
10,87,"images/92","d","cognitive",4.59544371394441,"d",1
10,88,"images/93","b","cognitive",5.52671317849308,"b",1
10,89,"images/94","a","affect",1.77449611667544,"a",1
10,90,"images/95","b","cognitive",1.86018135584891,"b",1
10,91,"images/96","c","affect",2.49263631226495,"c",1
10,92,"images/97","c","affect",1.99153499864042,"c",1
10,93,"images/98","a","physical",1.86121369665489,"a",1
10,94,"images/99","b","cognitive",5.96039828192443,"b",1
10,95,"images/100","d","cognitive",5.23868082370609,"c",0
10,96,"images/101","c","physical",2.99600858194754,"c",1
10,97,"images/102","b","affect",2.49568553455174,"b",1
10,98,"images/103","c","cognitive",2.86254245834425,"c",1
11,1,"images/4","b","cognitive",4.32755804248154,"a",0
11,2,"images/5","a","physical",2.14020488969982,"a",1
11,3,"images/6","a","affect",1.3605679217726,"a",1
11,4,"images/7","d","affect",2.42480658832937,"d",1
11,5,"images/8","b","cognitive",1.32467563683167,"b",1
11,6,"images/9","b","physical",1.62409517820925,"b",1
11,7,"images/10","c","physical",1.32360640447587,"c",1
11,8,"images/11","c","cognitive",1.5240655997768,"c",1
11,9,"images/12","d","affect",1.49101465800777,"d",1
11,10,"images/13","d","cognitive",1.32439333153889,"d",1
11,11,"images/14","c","physical",1.60494041442871,"c",1
11,12,"images/15","a","affect",1.85768455453217,"a",1
11,13,"images/16","b","affect",1.79198046447709,"b",1
11,14,"images/17","b","cognitive",1.66058415500447,"b",1
11,15,"images/18","d","physical",1.19330723723397,"d",1
11,16,"images/19","b","physical",1.32479690061882,"b",1
11,17,"images/20","c","affect",1.69724732683972,"c",1
11,18,"images/21","b","physical",1.09048283286393,"b",1
11,19,"images/22","a","physical",1.12630807003006,"a",1
11,20,"images/23","d","affect",1.49199149990454,"d",1
11,21,"images/24","d","cognitive",1.65891341818497,"d",1
11,22,"images/25","a","cognitive",1.57202228391543,"a",1
11,23,"images/26","b","affect",1.59077764954418,"b",1
11,24,"images/27","d","cognitive",1.33669095346704,"d",1
11,25,"images/29","b","affect",2.09240860678256,"b",1
11,26,"images/30","b","affect",4.00310664623976,"b",1
11,27,"images/31","d","affect",1.72315882146358,"d",1
