item,style,condition,question,respond,video,bitalino,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,Trialsloop.thisRepN,Trialsloop.thisTrialN,Trialsloop.thisN,Trialsloop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,IDRESPONSE.text,sensor2.started,sensor2.stopped,sensor3.started,sensor3.stopped,sensor.started,sensor.stopped,sensor4.started,sensor4.stopped,textsubjresp.started,textsubjresp.stopped,SubjectiveResponse.response,SubjectiveResponse.rt,SubjectiveResponse.started,SubjectiveResponse.stopped,textsubjcon.started,textsubjcon.stopped,sensor5.started,sensor5.stopped,sensor1.started,sensor1.stopped,sensor6.started,sensor6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
16,Indirect,LIE,Do you have 1 siblings?,,video/V4.mp4,,,,,,,,,,0,2,2,2,,,,,,380.4559150747955,380.95579894445837,388.13822105014697,388.6384016619995,391.7552656433545,392.28811447974294,394.58800431666896,395.0877030836418,396.9877886734903,None,0.0,8.283477287739515,396.9877886734903,None,396.9877886734903,None,,,,,,,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
27,Direct,TRUTH,How frequently do you drink alcohol?,,video/V20.mp4,,,,,,,,,,0,3,3,3,,,,,,407.46992032555863,408.00336809968576,415.20243854401633,415.7022874462418,418.3356470637955,418.86878462228924,421.6351808104664,422.1353325494565,423.6350627550855,None,0.7981481481481482,6.6009242949076,423.6350627550855,None,423.6350627550855,None,,,,,,,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
4,Indirect,TRUTH,Is Ms Low your favourite teacher in secondary school?,,video/V28.mp4,,,,,,,,,,0,4,4,4,,,,,,431.60081586334854,432.13416547188535,435.55048299906775,436.050410177093,438.65027999598533,439.18379995040596,442.28286744328216,442.799767290242,444.38317643944174,None,0.8768518518518518,2.999459127895534,444.38317643944174,None,444.38317643944174,None,,,,,,,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
16,Indirect,TRUTH,Do you have 3 sibling?,,video/V2.mp4,,,,,,,,,,0,5,5,5,,,,,,448.64941992564127,449.16607468016446,454.18195309350267,454.68176478287205,457.531365448609,458.0650926409289,461.0312980799936,461.53116494743153,463.0974224205129,None,0.8731481481481482,3.2357211052440107,463.0974224205129,None,463.0974224205129,None,,,,,,,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
1,Indirect,TRUTH,Are you from Pasir Ris Primary School?,,video/V35.mp4,,,,,,,,,,0,6,6,6,,,,,,473.3134956890717,473.8300509946421,477.0298445262015,477.5296459500678,480.41249356791377,480.9459602693096,484.0123669151217,484.5122312158346,485.77893633628264,None,0.6861111111111111,8.565950465388596,485.77893633628264,None,485.77893633628264,None,,,,,,,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
15,Direct,LIE,Which polytechnic or junior college are you from?,,video/V32.mp4,,,,,,,,,,0,7,7,7,,,,,,495.69466134207323,496.2111255400814,501.2604417828843,501.7603923790157,504.8437591828406,505.37712226528674,508.07639930583537,508.5767387142405,509.8766834079288,None,0.2240740740740741,2.6329910159111023,509.8766834079288,None,509.8766834079288,None,,,,,,,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
13,Indirect,LIE,Is your dream job a Singer when you were growing up?,,video/V3.mp4,,,,,,,,,,0,8,8,8,,,,,,514.4425533525646,514.9761756425723,526.0250928080641,526.5249465219676,529.624287980143,530.1577065610327,533.2574182241224,533.7575224847533,535.4904580665752,None,0.1425925925925926,1.3815595982596278,535.4904580665752,None,535.4904580665752,None,,,,,,,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
30,Indirect,TRUTH,Do you use a Microsoft laptop?,,video/V6.mp4,,,,,,,,,,0,9,9,9,,,,,,538.1399784036912,538.6570992828347,542.0898200557567,542.5894036549143,545.2226067208685,545.7564080189914,548.2894005752169,548.7890011765994,550.0222880365327,None,0.8435185185185186,3.4999230075627565,550.0222880365327,None,550.0222880365327,None,,,,,,,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
29,Indirect,LIE,Do you use a Samsung phone?,,video/V25.mp4,,,,,,,,,,0,10,10,10,,,,,,556.3384444569238,556.855376704596,560.421288353391,560.9211513707414,563.5046384753659,564.0376624702476,567.0041877487674,567.504041462671,568.803852382116,None,0.13240740740740742,1.8153210519813001,568.803852382116,None,568.803852382116,None,,,,,,,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
30,Direct,LIE,What brand of laptop do you mainly use?,,video/V26.mp4,,,,,,,,,,0,11,11,11,,,,,,571.6700840629637,572.2035716162063,580.6193566122092,581.1191272391006,584.2022412507795,584.7358452551998,587.0688363998197,587.5686853020452,589.2517884708941,None,0.1074074074074074,7.450353973079473,589.2517884708941,None,589.2517884708941,None,,,,,,,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
2,Indirect,TRUTH,Are you from Chung Cheng High School (Main)?,,video/V23.mp4,,,,,,,,,,0,12,12,12,,,,,,598.0508111799136,598.5843038661405,601.6174455950968,602.1173692443408,604.6500217500143,605.1838442208245,608.1166942766868,608.6167635698803,609.9499548953027,None,0.8731481481481482,3.367136983666569,609.9499548953027,None,609.9499548953027,None,,,,,,,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
1,Direct,LIE,Which primary school are you from?,,video/V9.mp4,,,,,,,,,,0,13,13,13,,,,,,614.1326192067936,614.666192414239,618.2821976086125,618.782060305588,621.2652169195935,621.7984917815775,624.6983592263423,625.1981455720961,626.5482508591376,None,0.10833333333333334,1.7644226141273975,626.5482508591376,None,626.5482508591376,None,,,,,,,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
9,Direct,LIE,What is your favourite drink?,,video/V14.mp4,,,,,,,,,,0,14,14,14,,,,,,629.3146836184897,629.8143916889094,632.6471117557958,633.1470886580646,636.2803010274656,636.8139383955859,639.1467540613376,639.6467794049531,640.9967538048513,None,0.06388888888888888,3.933653023093939,640.9967538048513,None,640.9967538048513,None,,,,,,,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
4,Indirect,LIE,Is Mr Wong your favourite teacher in secondary school?,,video/V7.mp4,,,,,,,,,,0,15,15,15,,,,,,645.8462303201668,646.3796152169816,651.6623370163143,652.1620482946746,654.9288089135662,655.4620173694566,658.3281845687889,658.8281011604704,660.1614541695453,None,0.06388888888888888,2.1501224818639457,660.1614541695453,None,660.1614541695453,None,,,,,,,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
8,Direct,TRUTH,What is your favourite food?,,video/V12.mp4,,,,,,,,,,0,16,16,16,,,,,,663.0608346369117,663.5945332781412,667.5942538594827,668.0940844761208,670.6602149116807,671.1938070463948,673.5599967022426,674.0767993461341,675.3595779272728,None,0.9546296296296296,2.1006265906617045,675.3595779272728,None,675.3595779272728,None,,,,,,,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
10,Direct,TRUTH,What food do you hate the most?,,video/V10.mp4,,,,,,,,,,0,17,17,17,,,,,,678.4764524949715,678.9761660187505,682.8592458972707,683.3591108396649,686.2752907425165,686.8088976345025,689.5753830051981,690.0752270957455,691.6251361803152,None,0.912962962962963,1.6146504478529096,691.6251361803152,None,691.6251361803152,None,,,,,,,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
15,Indirect,TRUTH,Are you from Tampines Junior College?,,video/V31.mp4,,,,,,,,,,0,18,18,18,,,,,,694.1079812957905,694.641322563868,696.457665049471,696.9577468535863,699.6574293882586,700.1906766612083,703.0068404600024,703.5072353673168,705.1570842051879,None,0.8509259259259259,1.5477260276675224,705.1570842051879,None,705.1570842051879,None,,,,,,,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
12,Indirect,LIE,Was your favourite subject Biology back in secondary school?,,video/V18.mp4,,,,,,,,,,0,19,19,19,,,,,,708.1734656360932,708.672862207517,711.2064520972781,711.7062827134505,714.4389449721202,714.9727475531399,718.4058112632483,718.9055883055553,720.0388908209279,None,0.16388888888888886,3.149694211781025,720.0388908209279,None,720.0388908209279,None,,,,,,,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
6,Direct,LIE,What CCA (Co-curricular Activity) did you join in secondary school?,,video/V40.mp4,,,,,,,,,,0,20,20,20,,,,,,724.1551366164349,724.671535691712,731.8874864140525,732.3876391155645,734.9873838215135,735.5205733501352,738.4201199924573,738.9370143860579,740.1036761337891,None,0.09259259259259262,2.5004176842048764,740.1036761337891,None,740.1036761337891,None,,,,,,,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
27,Indirect,LIE,Do you drink alcohol frequently?,,video/V21.mp4,,,,,,,,,,0,21,21,21,,,,,,743.5865392140113,744.103040304035,750.3691606023349,750.8688754094765,753.7854880741797,754.3184344349429,757.1852134037763,757.6846981956623,759.2350111701526,None,0.09259259259259262,2.2007222534157336,759.2350111701526,None,759.2350111701526,None,,,,,,,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
28,Indirect,TRUTH,Is your religion Taoism?,,video/V37.mp4,,,,,,,,,,0,22,22,22,,,,,,762.4846441727132,762.9843368446454,766.0008039297536,766.5007817940786,769.4672858999111,769.983934558928,772.8835273971781,773.3835780834779,775.1834281408228,None,0.7972222222222223,2.7181257596239448,775.1834281408228,None,775.1834281408228,None,,,,,,,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
21,Indirect,TRUTH,Are you from Nanyang Business School in NTU?,,video/V15.mp4,,,,,,,,,,0,23,23,23,,,,,,778.8830728204921,779.3829653519206,782.2659910148941,782.7654751650989,785.798719230108,786.3322895504534,789.2652329597622,789.7651989548467,791.6981199081056,None,0.8685185185185185,1.0822035758756101,791.6981199081056,None,791.6981199081056,None,,,,,,,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
20,Direct,LIE,Which floor of the building is your house on?,,video/V1.mp4,,,,,,,,,,0,24,24,24,,,,,,793.7977510499768,794.3149543753825,796.6810975144617,797.1808966924436,799.8805108964443,800.4142794720829,802.5803246386349,803.0803025034256,805.0302888369188,None,0.17407407407407405,3.1166788786649704,805.0302888369188,None,805.0302888369188,None,,,,,,,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
19,Direct,TRUTH,Which MRT station is closest to your house?,,video/V34.mp4,,,,,,,,,,0,25,25,25,,,,,,808.9298941865563,809.4466265747324,811.1964331311174,811.6964267152362,814.6460765278898,815.1793353497051,818.5123681984842,819.0121093112975,820.5287791430019,None,0.9222222222222223,1.0986273526214063,820.5287791430019,None,820.5287791430019,None,,,,,,,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
19,Indirect,LIE,Is the Eunos station the closest MRT to your house?,,video/V24.mp4,,,,,,,,,,0,26,26,26,,,,,,823.4451133520342,823.9616227829829,827.4947657953016,827.9947648327798,831.0774890701286,831.6106702578254,834.5773167996667,835.0771281677298,837.077311987523,None,0.15740740740740738,2.416226098779589,837.077311987523,None,837.077311987523,None,,,,,,,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
10,Indirect,LIE,Do you hate eating Ramen the most?,,video/V8.mp4,,,,,,,,,,0,27,27,27,,,,,,840.2763445773162,840.7936107800342,845.3597068893723,845.8595205037855,848.7759830332361,849.308918486815,852.3423120453954,852.8423515036702,853.9419088615105,None,0.13333333333333336,3.799467019736767,853.9419088615105,None,853.9419088615105,None,,,,,,,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
23,Direct,TRUTH,What course are you studying?,,video/V19.mp4,,,,,,,,,,0,28,28,28,,,,,,859.0748899327591,859.5915344213136,864.4243702976964,864.9241534355097,867.5905886972323,868.1241651126184,870.7901259083301,871.2902041836642,873.0897879754193,None,0.887962962962963,2.651940787676722,873.0897879754193,None,873.0897879754193,None,,,,,,,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
21,Indirect,LIE,Are you from School of Biological Sciences in NTU?,,video/V16.mp4,,,,,,,,,,0,29,29,29,,,,,,876.722983663436,877.2397449240088,880.222931693308,880.7228774777614,883.7388040116057,884.272506502457,887.371970506385,887.8719939249568,889.0886173690669,None,0.08240740740740743,1.115005895961076,889.0886173690669,None,889.0886173690669,None,,,,,,,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
22,Indirect,LIE,Are you in your 3rd year in NTU?,,video/V13.mp4,,,,,,,,,,0,30,30,30,,,,,,891.7382307387888,892.2715723272413,893.4050779100507,893.9047660902143,896.5376534876414,897.0712703242898,899.1374832061119,899.6375043787993,901.0706502143294,None,0.09999999999999998,1.8143904055468738,901.0706502143294,None,901.0706502143294,None,,,,,,,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
6,Indirect,TRUTH,Were you in the Choir CCA during secondary school?,,video/V27.mp4,,,,,,,,,,0,31,31,31,,,,,,903.8202700638212,904.3370951637626,908.4199076215737,908.9198046443053,911.5197325279005,912.0530693046749,914.9193773362786,915.419281095732,917.2191468719393,None,0.7657407407407407,1.181806487031281,917.2191468719393,None,917.2191468719393,None,,,,,,,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
23,Direct,LIE,What course are you studying?,,video/V39.mp4,,,,,,,,,,0,32,32,32,,,,,,919.4354398897849,919.9690278545022,923.6685111708939,924.185191268567,927.0512234102935,927.567839988973,929.7677932800725,930.2676174808294,931.617776662577,None,0.14537037037037037,3.3334457208402455,931.617776662577,None,931.617776662577,None,,,,,,,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
12,Indirect,TRUTH,Was your favourite subject Mathematics back in secondary school?,,video/V33.mp4,,,,,,,,,,0,33,33,33,,,,,,935.783988325391,936.3004358415492,942.04980546562,942.5498866285197,945.5826693801209,946.1164231994189,949.9824376967736,950.4823728948832,952.015493451152,None,0.6259259259259259,3.8351154951378703,952.015493451152,None,952.015493451152,None,,,,,,,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
22,Direct,TRUTH,"Which year in NTU are you currently in? (Eg. 1, 2, 3, 4)",,video/V17.mp4,,,,,,,,,,0,34,34,34,,,,,,957.0816428139806,957.5984435328282,960.0314575186931,960.5310048670508,963.0808424130082,963.6146125928499,965.4141813069582,965.9142242944799,967.7805977691896,None,0.7675925925925926,2.9321414045989513,967.7805977691896,None,967.7805977691896,None,,,,,,,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
28,Direct,LIE,What religion do you practice?,,video/V22.mp4,,,,,,,,,,0,35,35,35,,,,,,971.597051252611,972.1137082520872,978.2130371988751,978.7294494267553,981.812705874443,982.346125097014,984.1124106082134,984.6122915907763,985.9789711111225,None,0.17407407407407405,2.582728728186339,985.9789711111225,None,985.9789711111225,None,,,,,,,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
29,Indirect,TRUTH,Do you use a Apple phone?,,video/V11.mp4,,,,,,,,,,0,36,36,36,,,,,,989.5454409550875,990.061826877296,992.1283926409669,992.6279107965529,995.1444968990982,995.6778526031412,997.9444483295083,998.4440681794658,1000.0275629828684,None,0.8037037037037037,3.0486849048174918,1000.0275629828684,None,1000.0275629828684,None,,,,,,,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
20,Indirect,TRUTH,Is your house on the 7th floor of the building?,,video/V5.mp4,,,,,,,,,,0,37,37,37,,,,,,1003.8772576437332,1004.3936660219915,1011.0596245718189,1011.5594920804724,1014.4760547005571,1015.0089721889235,1017.5420641936362,1018.0419275318272,1019.441719588358,None,0.7861111111111111,3.3346920367330313,1019.441719588358,None,1019.441719588358,None,,,,,,,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
2,Direct,LIE,Which secondary school did you attend?,,video/V29.mp4,,,,,,,,,,0,38,38,38,,,,,,1023.7250829911791,1024.2584091816097,1028.3412104113959,1028.841178651899,1031.940961533226,1032.4743011971004,1034.840398461558,1035.3404452987015,1036.6740841423161,None,0.19351851851851853,3.716916656587273,1036.6740841423161,None,1036.6740841423161,None,,,,,,,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
8,Direct,LIE,What is your favourite food?,,video/V30.mp4,,,,,,,,,,0,39,39,39,,,,,,1041.2234764150344,1041.7399983573705,1046.9729307312518,1047.472644255031,1050.3391880756244,1050.8723256345838,1053.105109797325,1053.6055534668267,1055.022029149346,None,0.19351851851851853,2.1003693072125316,1055.022029149346,None,1055.022029149346,None,,,,,,,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
9,Indirect,LIE,Is your favourite drink Green Tea?,,,bit/B37.mp4,,,,,,,,,,,,,0,0,0,0,,1113.6993052712642,1114.216319644358,,,,,,,1123.8483700691722,None,0.10648148148148145,2.4830879624933004,1123.8483700691722,None,1123.8483700691722,None,1116.8159610517323,1117.3157759490423,1119.1322695324197,1119.6651828507893,1122.1320324600674,1122.631932369899,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
9,Indirect,TRUTH,Is your favourite drink Apple Juice?,,,bit/B29.mp4,,,,,,,,,,,,,0,1,1,1,,1127.264702994842,1127.7813769974746,,,,,,,1137.1303110364825,None,0.9703703703703703,0.8817838383838534,1137.1303110364825,None,1137.1303110364825,None,1129.6477392441593,1130.1477036355063,1131.8307914054021,1132.3644993500784,1134.8304340322502,1135.3304285784252,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
30,Indirect,LIE,Do you use a HP laptop?,,,bit/B39.mp4,,,,,,,,,,,,,0,2,2,2,,1140.5634077889845,1141.0970297586173,,,,,,,1150.8126369020902,None,0.020370370370370372,2.849868855904788,1150.8126369020902,None,1150.8126369020902,None,1143.5299115739763,1144.029594621621,1145.4126770664006,1145.9461649409495,1148.9126937482506,1149.4124528258108,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
15,Direct,TRUTH,Which polytechnic or junior college are you from?,,,bit/B6.mp4,,,,,,,,,,,,,0,3,3,3,,1154.3620432899334,1154.8954054103233,,,,,,,1163.9446273371577,None,0.9731481481481481,3.7832485563121736,1163.9446273371577,None,1163.9446273371577,None,1157.245040722657,1157.745206256397,1159.3116286215372,1159.845013518352,1162.2447718903422,1162.74472569488,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
19,Indirect,TRUTH,Is the Lorong Chuan station the closest MRT to your house?,,,bit/B36.mp4,,,,,,,,,,,,,0,4,4,4,,1168.6105085737072,1169.1275091525167,,,,,,,1176.7931770556606,None,0.9861111111111112,1.082157701253891,1176.7931770556606,None,1176.7931770556606,None,1170.094047262799,1170.593812756706,1171.9936147578992,1172.5265242261812,1175.1934339539148,1175.7097525075078,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
2,Indirect,LIE,Are you from Serangoon Secondary School?,,,bit/B33.mp4,,,,,,,,,,,,,0,5,5,5,,1178.9263066584244,1179.4429453723133,,,,,,,1191.041731521953,None,0.012037037037037013,3.349845116958022,1191.041731521953,None,1191.041731521953,None,1181.1095885136165,1181.6093078120612,1183.6924324100837,1184.225710800849,1188.591885699425,1189.0918205766939,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
30,Direct,TRUTH,What brand of laptop do you mainly use?,,,bit/B5.mp4,,,,,,,,,,,,,0,6,6,6,,1196.541271171067,1197.0746878273785,,,,,,,1213.5228754249401,None,0.9407407407407408,3.6164681115187705,1213.5228754249401,None,1213.5228754249401,None,1206.7068126783706,1207.206912768539,1208.6397259323858,1209.1735304379836,1211.806263208855,1212.30602774024,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
21,Direct,LIE,"Which school in NTU are you from? (Eg. NBS, SSS, SOH)",,,bit/B2.mp4,,,,,,,,,,,,,0,7,7,7,,1217.78916703118,1218.3058721511625,,,,,,,1225.5883607277647,None,0.9898148148148148,2.583522392436862,1225.5883607277647,None,1225.5883607277647,None,1219.7056022929028,1220.2055804780684,1221.588498993311,1222.1220747674815,1224.0218405178748,1224.5382816176862,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
13,Direct,TRUTH,What is your dream job growing up?,,,bit/B38.mp4,,,,,,,,,,,,,0,8,8,8,,1228.9212322128005,1229.4545782930218,,,,,,,1236.8872121283785,None,0.9759259259259259,1.0317523358389735,1236.8872121283785,None,1236.8872121283785,None,1230.121162085794,1230.6209753789008,1232.120960301254,1232.6538495593704,1235.253994946368,1235.7541113975458,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
19,Direct,LIE,Which MRT station is closest to your house?,,,bit/B11.mp4,,,,,,,,,,,,,0,9,9,9,,1238.9538552053273,1239.4700617990457,,,,,,,1251.0690320888534,None,0.0314814814814815,0.8982416205108166,1251.0690320888534,None,1251.0690320888534,None,1242.6865514689125,1243.186526125297,1245.1696519427933,1245.7031176816672,1248.5692245704122,1249.0692255324684,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
23,Indirect,LIE,Are you studying Biological Sciences course in NTU?,,,bit/B3.mp4,,,,,,,,,,,,,0,10,10,10,,1254.202087265905,1254.735331651289,,,,,,,1263.5676510366611,None,0.025000000000000022,3.566721352748573,1263.5676510366611,None,1263.5676510366611,None,1256.0351810669526,1256.5518101570196,1258.1846263362095,1258.7183086164296,1261.4011185723357,1261.9009870435111,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
29,Direct,LIE,What brand of handphone do you use?,,,bit/B30.mp4,,,,,,,,,,,,,0,11,11,11,,1267.984261135105,1268.5006537940353,,,,,,,1276.43311247183,None,0.0222222222222222,1.0147232059389353,1276.43311247183,None,1276.43311247183,None,1269.2839286560193,1269.8003091244027,1271.333993008826,1271.8669679211453,1274.1666139480658,1274.666717887856,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
16,Direct,TRUTH,"How many siblings do you have? (Eg. 0, 1, 2, 3)",,,bit/B1.mp4,,,,,,,,,,,,,0,12,12,12,,1279.4494874868542,1279.9830270102248,,,,,,,1287.1986578926444,None,0.9824074074074074,3.0827842270955443,1287.1986578926444,None,1287.1986578926444,None,1281.0495594106615,1281.5493698166683,1283.6321171517484,1284.1659332062118,1285.6656104796566,1286.1656329357065,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
4,Direct,LIE,Who is your favourite teacher in secondary school?,,,bit/B21.mp4,,,,,,,,,,,,,0,13,13,13,,1290.9984598294832,1291.5316913831048,,,,,,,1318.4789489754476,None,0.00462962962962965,2.6175995799712837,1318.4789489754476,None,1318.4789489754476,None,1310.529804747086,1311.0295311030932,1313.0458509400487,1313.562515317928,1316.095890590921,1316.5958771174774,006,001,2021_Feb_17_1416,deception_task,2020.2.10,60.061657263680424,
