StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_9,Q3_10,Q3_11,Q3_12,Q3_13,Q3_14,Q3_15,Q3_16,Q3_17,Q3_18,Q3_19,Q3_20,Q3_21,Q3_22,Q3_23,Q3_24,Q3_25,Q3_26,Q3_27,Q3_28,Q3_29,Q3_30,Q3_31,Q3_32,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q4_16,Q4_17,Q4_18,Q4_19,Q4_20,Q4_21,Q4_22,Q4_23,Q4_24,Q4_25,Q4_26,Q4_27,Q4_28,Q4_29,Q4_30,Q4_31,Q4_32
2021-02-16 00:25:19,2021-02-16 01:52:24,IP Address,155.69.192.53,100,5225,True,2021-02-16 01:52:25,R_cA7IJ1k2zyjbB29,,,,,1.316497802734375,103.923187255859375,anonymous,EN,022,2,1,4,1,5,5,4,3,5,3,3,1,5,5,5,1,1,5,5,1,1,1,2,5,5,2,5,5,3,2,5,1,1,5,3,5,5,5,3,5,5,5,1,5,3,5,3,5,1,5,5,4,3,5,5,3,3,5,5,3,5,2,1,1
2021-02-16 17:50:38,2021-02-16 20:48:47,IP Address,155.69.192.53,100,10688,True,2021-02-16 20:48:48,R_1K2zwwgrOhtfRIo,,,,,1.316497802734375,103.923187255859375,anonymous,EN,015,3,4,2,2,4,4,2,2,2,2,4,1,2,4,2,2,3,5,4,2,2,2,2,4,4,2,2,3,2,2,3,3,3,5,2,3,2,3,3,3,2,3,1,3,2,4,4,3,1,4,4,1,2,2,4,2,2,2,3,2,4,1,1,1
2021-02-16 20:54:48,2021-02-16 22:50:21,IP Address,155.69.192.53,100,6933,True,2021-02-16 22:50:22,R_bDF9g3CGiRf3nup,,,,,1.316497802734375,103.923187255859375,anonymous,EN,009,3,3,4,1,5,5,3,3,3,4,3,1,2,5,3,3,1,5,3,2,3,2,5,1,1,1,3,4,1,3,2,1,1,2,3,4,1,1,2,5,4,3,1,1,3,2,3,3,1,5,2,3,3,5,3,5,4,4,3,4,3,1,1,1
2021-02-16 22:58:19,2021-02-17 00:12:36,IP Address,155.69.192.53,100,4456,True,2021-02-17 00:12:36,R_3dFxSZRtllf20Ff,,,,,1.316497802734375,103.923187255859375,anonymous,EN,006,4,5,4,1,5,5,2,1,5,1,5,1,4,5,2,4,4,5,5,1,5,4,5,5,4,5,1,5,1,1,2,2,1,5,1,5,4,5,1,1,1,4,1,5,4,5,3,1,1,5,3,1,1,2,5,1,1,1,2,1,5,1,1,1
2021-02-17 00:21:33,2021-02-17 01:58:28,IP Address,155.69.192.53,100,5814,True,2021-02-17 01:58:28,R_1DnZEi8RUKjfc5D,,,,,1.316497802734375,103.923187255859375,anonymous,EN,008,4,4,4,1,5,5,2,1,1,1,4,1,4,2,1,4,3,5,4,2,4,2,2,2,2,4,2,3,1,1,3,2,2,5,2,5,2,4,1,3,2,2,1,4,2,5,2,2,1,4,1,1,2,2,5,1,1,3,2,1,4,1,1,1
2021-02-17 17:52:34,2021-02-17 18:59:55,IP Address,155.69.192.53,100,4040,True,2021-02-17 18:59:55,R_265sZX50ZA5GBnn,,,,,1.316497802734375,103.923187255859375,anonymous,EN,029,4,4,2,1,5,5,4,4,4,1,4,1,1,2,2,2,4,5,2,4,5,4,3,4,3,3,4,4,1,1,2,2,2,5,2,3,3,2,1,2,4,3,5,3,3,5,2,4,1,4,2,1,1,4,4,2,1,4,4,2,4,1,1,1
2021-02-17 19:05:45,2021-02-17 20:47:44,IP Address,155.69.192.53,100,6118,True,2021-02-17 20:47:44,R_6szwIgdJQkdCk25,,,,,1.316497802734375,103.923187255859375,anonymous,EN,016,1,2,2,1,5,5,2,3,2,3,4,1,4,2,2,3,2,5,4,3,4,4,4,3,4,3,2,3,1,3,3,2,2,5,3,4,4,2,1,2,4,2,1,3,2,4,3,3,1,3,3,2,3,2,4,3,1,3,4,3,3,1,1,1
2021-02-17 20:54:31,2021-02-17 22:02:41,IP Address,155.69.192.53,100,4089,True,2021-02-17 22:02:41,R_3MPyYywpuZ3yLS8,,,,,1.316497802734375,103.923187255859375,anonymous,EN,023,4,5,1,4,1,4,2,5,2,2,5,2,5,5,3,2,3,5,1,2,1,4,5,1,5,4,2,2,4,2,3,3,2,3,5,1,5,3,1,3,5,1,2,4,3,1,5,5,2,5,1,2,5,5,5,2,2,5,2,5,1,3,1,1
2021-02-17 22:07:35,2021-02-18 00:26:30,IP Address,155.69.192.53,100,8334,True,2021-02-18 00:26:30,R_240Hyf3kCQnGONe,,,,,1.316497802734375,103.923187255859375,anonymous,EN,021,2,1,3,1,5,5,3,4,3,4,5,1,4,2,1,3,1,5,5,1,2,2,5,3,5,4,2,2,1,4,3,2,2,5,2,4,2,2,3,1,3,5,1,4,3,4,5,3,1,4,5,1,1,4,5,2,1,4,4,3,3,1,1,1
2021-02-18 00:32:11,2021-02-18 01:49:30,IP Address,155.69.192.53,100,4638,True,2021-02-18 01:49:30,R_2qggzoN7jAUjG8g,,,,,1.316497802734375,103.923187255859375,anonymous,EN,019,2,5,4,1,5,5,4,1,2,1,2,1,1,5,3,4,2,1,4,4,5,5,3,5,4,5,2,2,1,2,3,1,3,5,2,5,2,4,1,5,3,1,1,5,4,5,5,3,1,4,1,1,1,4,5,1,1,5,1,2,1,1,1,1
2021-02-18 19:07:27,2021-02-18 19:32:43,IP Address,155.69.192.53,100,1515,True,2021-02-18 19:32:44,R_2vcAkPSAgxzu4bz,,,,,1.316497802734375,103.923187255859375,anonymous,EN,013,1,2,1,1,5,5,3,4,2,4,2,1,2,2,3,2,2,2,2,2,4,2,4,3,2,3,2,2,1,4,4,2,2,5,4,2,3,5,3,4,4,3,1,4,1,5,5,3,1,4,4,1,4,4,4,4,1,2,4,4,2,1,1,1
2021-02-18 17:50:52,2021-02-18 20:43:25,IP Address,155.69.192.53,100,10352,True,2021-02-18 20:43:25,R_1isuCVd7duuo2Yj,,,,,1.316497802734375,103.923187255859375,anonymous,EN,017,3,4,2,1,5,5,2,2,2,2,5,1,2,4,1,4,1,5,4,3,5,2,2,3,5,5,2,3,1,2,4,3,2,5,2,3,4,2,1,1,2,4,1,4,2,1,3,3,1,3,3,1,1,3,4,2,2,1,3,3,4,1,1,1
2021-02-18 20:49:23,2021-02-18 22:06:48,IP Address,155.69.192.53,100,4645,True,2021-02-18 22:06:48,R_265c46lECkuKRoa,,,,,1.316497802734375,103.923187255859375,anonymous,EN,018,5,4,3,1,5,5,2,2,2,4,5,1,2,4,2,2,2,5,4,5,5,4,4,2,5,3,5,2,1,1,4,4,1,5,2,5,1,1,1,1,2,4,1,4,5,5,4,4,1,5,3,1,1,2,5,1,1,2,2,1,5,1,1,1
2021-02-18 22:13:39,2021-02-19 00:00:18,IP Address,155.69.192.53,100,6399,True,2021-02-19 00:00:18,R_3Eg9fv06formWSV,,,,,1.316497802734375,103.923187255859375,anonymous,EN,012,2,3,4,1,5,5,3,3,2,2,3,1,2,4,3,2,2,2,3,1,3,2,3,4,3,4,3,3,1,2,3,2,2,5,3,4,3,3,2,2,4,3,1,2,2,5,3,4,1,4,2,1,3,4,4,2,1,3,2,3,2,1,1,1
2021-02-19 02:01:52,2021-02-19 02:05:32,IP Address,155.69.192.53,100,220,True,2021-02-19 02:05:32,R_eh7eNJEvfJF5NDP,,,,,1.316497802734375,103.923187255859375,anonymous,EN,014,3,4,4,1,5,5,4,4,4,1,5,1,1,2,1,2,4,5,5,1,3,4,2,4,3,5,1,3,1,1,3,1,1,5,2,5,4,2,1,1,4,4,1,5,3,5,2,2,1,5,4,1,2,4,5,1,1,1,2,2,4,1,1,1
