StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_9,Q3_10,Q3_11,Q3_12,Q3_13,Q3_14,Q3_15,Q3_16,Q3_17,Q3_18,Q3_19,Q3_20,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q4_16,Q4_17
2021-02-15 17:49:20,2021-02-15 18:09:56,IP Address,155.69.192.53,100,1236,True,2021-02-15 18:09:57,R_24pzTnSaLfWf4zp,,,,,1.316497802734375,103.923187255859375,anonymous,EN,009,4,4,1,2,1,1,3,1,1,1,4,4,1,3,3,1,4,3,4,3,5,5,4,4,4,4,4,4,5,1,1,2,1,1,3,3,4
2021-02-15 18:18:44,2021-02-15 19:05:08,IP Address,155.69.192.53,100,2784,True,2021-02-15 19:05:08,R_UQu0Is45PkGhQ7n,,,,,1.316497802734375,103.923187255859375,anonymous,EN,017,1,4,2,4,3,4,4,4,4,4,3,4,1,1,3,1,1,0,1,1,2,2,3,1,4,3,1,1,2,2,1,3,2,3,3,4,4
2021-02-15 17:50:44,2021-02-15 19:25:53,IP Address,155.69.191.53,100,5708,True,2021-02-15 19:25:53,R_3RsZdeHHP2d7asX,,,,,1.3029022216796875,103.85699462890625,anonymous,EN,016,3,4,4,2,3,3,4,4,2,1,4,2,1,1,4,2,3,2,3,3,3,3,2,1,3,4,3,3,4,3,3,2,3,2,2,3,4
2021-02-15 19:09:50,2021-02-15 20:47:02,IP Address,155.69.192.53,100,5832,True,2021-02-15 20:47:02,R_TuyRd92LKATaxdD,,,,,1.316497802734375,103.923187255859375,anonymous,EN,010,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2021-02-15 21:09:55,2021-02-15 22:25:18,IP Address,155.69.192.53,100,4522,True,2021-02-15 22:25:18,R_2TYS6f8LITlm5v6,,,,,1.316497802734375,103.923187255859375,anonymous,EN,011,2,2,2,3,2,2,4,1,2,3,3,3,3,2,3,3,1,3,2,3,2,2,4,1,2,4,2,2,2,3,3,1,2,1,2,2,1
2021-02-15 22:28:11,2021-02-15 22:49:40,IP Address,155.69.192.53,100,1289,True,2021-02-15 22:49:40,R_1ePsiKnBOEx2u8p,,,,,1.316497802734375,103.923187255859375,anonymous,EN,015,2,3,4,4,2,2,2,2,4,4,3,5,3,3,3,3,4,3,4,4,4,4,4,3,4,4,4,3,4,3,4,3,4,4,5,5,5
2021-02-15 23:10:26,2021-02-15 23:21:58,IP Address,155.69.192.53,100,691,True,2021-02-15 23:21:58,R_cSngjv7gGq7yquB,,,,,1.316497802734375,103.923187255859375,anonymous,EN,012,4,3,3,4,3,4,2,3,3,3,3,3,2,2,4,3,3,2,3,3,3,3,3,4,4,4,4,4,3,4,4,4,3,3,4,4,3
2021-02-15 23:24:00,2021-02-15 23:47:52,IP Address,155.69.192.53,100,1431,True,2021-02-15 23:47:53,R_1F5l2vaLkgRuGHj,,,,,1.316497802734375,103.923187255859375,anonymous,EN,022,4,5,4,4,1,1,2,2,2,4,4,3,3,2,2,3,2,2,2,3,4,2,2,1,2,5,4,1,1,1,4,4,2,4,4,4,4
2021-02-15 23:55:58,2021-02-16 00:15:32,IP Address,155.69.192.53,100,1173,True,2021-02-16 00:15:32,R_2EfQicnU1FBoYcP,,,,,1.316497802734375,103.923187255859375,anonymous,EN,013,2,3,2,4,3,3,3,3,4,3,4,3,1,1,3,1,1,2,2,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
2021-02-16 00:19:42,2021-02-16 01:22:51,IP Address,155.69.192.53,100,3788,True,2021-02-16 01:22:51,R_2PvwHxqUUISlAxe,,,,,1.316497802734375,103.923187255859375,anonymous,EN,021,1,2,4,4,2,4,4,3,4,4,4,4,1,2,4,1,0,1,1,1,1,0,1,2,1,2,1,1,1,2,3,4,2,2,2,3,1
2021-02-15 19:38:34,2021-02-16 01:34:36,IP Address,155.69.191.53,100,21361,True,2021-02-16 01:34:36,R_qKgS4prS0jY8Aw1,,,,,1.3029022216796875,103.85699462890625,anonymous,EN,018,1,1,1,3,5,3,3,3,4,5,4,4,1,1,2,0,1,0,1,3,1,2,1,5,3,3,4,2,3,1,3,3,0,1,4,3,3
2021-02-16 17:50:12,2021-02-16 18:09:17,IP Address,155.69.192.53,100,1144,True,2021-02-16 18:09:17,R_3k70eU4bIde3NjF,,,,,1.316497802734375,103.923187255859375,anonymous,EN,029,3,5,3,2,3,2,1,3,3,2,2,4,3,3,1,3,3,2,3,3,4,4,3,3,4,3,3,2,2,3,2,4,4,3,4,4,4
2021-02-16 18:17:57,2021-02-16 18:20:32,IP Address,155.69.191.53,100,154,True,2021-02-16 18:20:32,R_22J0VkS3NlLmMBF,,,,,1.3029022216796875,103.85699462890625,anonymous,EN,026,4,4,4,4,3,3,4,3,4,3,2,2,3,3,1,4,4,4,4,4,3,4,4,4,3,3,4,3,3,4,4,3,1,2,4,4,3
2021-02-16 18:23:51,2021-02-16 19:15:05,IP Address,155.69.192.53,100,3074,True,2021-02-16 19:15:06,R_1dALptgE6p2HOJn,,,,,1.316497802734375,103.923187255859375,anonymous,EN,030,4,4,4,4,1,1,4,1,1,1,1,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4
2021-02-16 18:30:38,2021-02-16 19:23:22,IP Address,155.69.191.53,100,3163,True,2021-02-16 19:23:22,R_xgPcksS73sJIpIR,,,,,1.3029022216796875,103.85699462890625,anonymous,EN,014,3,4,4,5,3,4,3,3,4,4,4,4,2,2,4,3,2,0,2,3,3,3,4,4,2,4,3,1,2,3,2,1,1,3,1,2,3
2021-02-16 19:24:37,2021-02-16 20:23:20,IP Address,155.69.192.53,100,3522,True,2021-02-16 20:23:20,R_vjZhcOBfuMneklb,,,,,1.316497802734375,103.923187255859375,anonymous,EN,024,2,4,4,4,3,5,3,3,4,3,1,1,1,2,3,1,2,4,4,4,2,2,3,3,3,4,3,1,1,4,4,1,1,1,1,1,3
2021-02-16 20:26:52,2021-02-16 20:40:15,IP Address,155.69.192.53,100,802,True,2021-02-16 20:40:15,R_24BEshnUgBW4Maa,,,,,1.316497802734375,103.923187255859375,anonymous,EN,019,4,4,4,4,3,3,3,3,3,3,4,5,1,1,1,2,3,3,3,3,4,4,4,4,4,4,4,4,4,3,2,3,2,3,4,4,4
2021-02-16 20:55:38,2021-02-16 22:15:53,IP Address,155.69.192.53,100,4815,True,2021-02-16 22:15:53,R_1exybExuSTAjaNY,,,,,1.316497802734375,103.923187255859375,anonymous,EN,020,3,3,4,3,3,2,4,3,2,1,3,3,2,3,2,1,3,4,3,3,1,1,1,2,2,3,2,3,2,3,1,1,1,1,4,4,3
2021-02-16 22:26:03,2021-02-16 22:40:16,IP Address,155.69.192.53,100,853,True,2021-02-16 22:40:17,R_2uNU6D2eBh0Ijjt,,,,,1.316497802734375,103.923187255859375,anonymous,EN,023,3,5,2,2,3,2,4,4,3,3,1,4,1,2,3,0,1,4,3,3,3,3,4,4,4,4,4,2,4,3,1,2,1,1,0,0,1
2021-02-16 22:46:16,2021-02-16 23:54:41,IP Address,155.69.192.53,100,4105,True,2021-02-16 23:54:42,R_2E678LocRyOVvYd,,,,,1.316497802734375,103.923187255859375,anonymous,EN,025,3,3,3,3,4,2,3,3,3,3,2,2,3,3,3,4,3,2,4,3,3,3,3,2,3,4,4,2,3,3,3,4,2,3,4,4,4
2021-02-16 23:56:29,2021-02-17 00:15:01,IP Address,155.69.192.53,100,1112,True,2021-02-17 00:15:02,R_1gBcmgAdxOkirG4,,,,,1.316497802734375,103.923187255859375,anonymous,EN,027,4,4,4,3,4,4,3,3,4,5,3,4,1,1,3,2,3,2,2,2,2,4,2,4,3,5,4,2,3,1,1,2,1,2,3,3,3
2021-02-17 00:18:45,2021-02-17 01:19:35,IP Address,155.69.192.53,100,3650,True,2021-02-17 01:19:35,R_2AWhDomNTLZ3JBi,,,,,1.316497802734375,103.923187255859375,anonymous,EN,028,4,4,4,5,3,5,5,5,5,5,3,3,4,4,2,2,2,1,2,2,3,3,3,2,4,4,4,3,3,4,4,3,3,3,4,4,4
