"","Trial","Inclusion","Inclusion2","ID","style","condition","question","subresp","RT","item","BES_Cognitive","BES_Affective","BES_Total","Lie_Freq","Lie_Ability","Lie_Neg","Lie_Content","Lie_TotalAvg","MAIA1","MAIA2","MAIA3","MAIA4","MAIA5","MAIA6","MAIA7","MAIA8","MAIA_Total","SRP3_IPM","SRP3_CA","SRP3_ELS","SRP3_ASB","SRP3_PRI","SRP3_SEC","SRP3_Total","yoni_affective","yoni_cognitive","yoni_physical","yoni_total","HCT_Confidence","HCT_Accuracy","HCT_Awareness","Gender","Age","handedness","Polyjc","Ethnicity","Religion","Nationality","RaisedinSG"
"1",1,1,1,1,"Direct","TRUTH","Which MRT station is closest to your house?",0.287037037037037,5.49720517336391,19,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"2",2,1,1,1,"Direct","TRUTH","What was the last country you visited?",0.355555555555556,4.73554113507271,18,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"3",3,1,1,1,"Indirect","LIE","Is your favourite flavour Vanilla?",0.301851851851852,4.49967951886356,14,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"4",4,1,1,1,"Indirect","LIE","Are you from Nanyang Business School in NTU?",0.315740740740741,3.76635416271165,21,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"5",5,1,1,1,"Indirect","LIE","Did you celebrate your 21st birthday at MBS?",0.269444444444444,2.2662168595707,17,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"6",6,1,1,1,"Direct","TRUTH","Which floor of the building is your house on?",0.315740740740741,2.5027332326863,20,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"7",7,1,1,1,"Direct","LIE","How often do you smoke?",0.321296296296296,2.48267509054858,26,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"8",8,1,1,1,"Indirect","LIE","Are you from Temasek Primary School?",0.333333333333333,2.20024490018841,1,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"9",9,1,1,1,"Direct","TRUTH","Which secondary school did you attend?",0.268518518518518,2.95006749674212,2,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"10",10,1,1,1,"Indirect","TRUTH","Are you studying Linguistics and Multilingual Studies course in NTU?",0.5,2.40049268770963,23,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"11",11,0,0,1,"Indirect","TRUTH","Do you drink alcohol socially?",0.507407407407407,2.53554934763815,27,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"12",12,1,1,1,"Indirect","LIE","Do you use a Acer laptop?",0.413888888888889,2.64966373541392,30,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"13",13,1,1,1,"Indirect","TRUTH","Do you have 2 siblings?",0.522222222222222,2.20097023341805,16,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"14",14,1,1,1,"Direct","LIE","Which secondary school did you attend?",0.334259259259259,2.96686725341715,2,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"15",15,1,1,1,"Direct","TRUTH","What is your favourite sport?",0.516666666666667,2.4176247951109,7,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"16",16,1,1,1,"Direct","LIE","What course are you studying?",0.371296296296296,2.71609797037672,23,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"17",17,1,0,1,"Indirect","TRUTH","Do you smoke regularly?",0.491666666666667,2.86677191103809,26,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"18",18,1,0,1,"Indirect","TRUTH","Do you use a Lenovo laptop?",0.352777777777778,3.08346304425504,30,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"19",19,1,1,1,"Direct","TRUTH","What brand of handphone do you use?",0.52962962962963,5.0171763781691,29,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"20",20,1,1,1,"Indirect","TRUTH","Are you in your 1st year in NTU?",0.50462962962963,2.30002906464506,22,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"21",21,1,1,1,"Indirect","LIE","Is your favourite sport Hockey?",0.367592592592593,3.23346137604676,7,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"22",22,1,1,1,"Direct","TRUTH","What is your favourite flavour?(E.g. chocolate, vanilla, milktea; it can be a complicated flavour)",0.366666666666667,2.73339978209697,14,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"23",23,1,1,1,"Indirect","LIE","Is your house on the 3rd floor of the building?",0.332407407407407,2.54929314507172,20,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"24",24,1,1,1,"Direct","LIE","Which MRT station is closest to your house?",0.362037037037037,2.43267104844563,19,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"25",25,1,1,1,"Indirect","LIE","Do you hate eating Eggplant the most?",0.358333333333333,3.93473893776536,10,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"26",26,1,1,1,"Indirect","LIE","Are you in your 3rd year in NTU?",0.359259259259259,3.33273514464963,22,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"27",27,1,1,1,"Direct","TRUTH","What food do you hate the most?",0.388888888888889,2.58314801682718,10,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"28",28,1,0,1,"Indirect","TRUTH","Were you in the Volleyball CCA during secondary school?",0.398148148148148,2.55072584643494,6,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"29",29,1,0,1,"Direct","LIE","How frequently do you drink alcohol?",0.337037037037037,2.98291697516106,27,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"30",30,1,1,1,"Indirect","LIE","Are you from Hwa Chong Institution (College)?",0.425,2.7493221454788,15,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"31",31,1,1,1,"Direct","TRUTH","Where did you celebrate your 21st birthday?",0.385185185185185,3.96621634624898,17,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"32",32,1,1,1,"Indirect","TRUTH","Are you from the School of Humanities in NTU?",0.385185185185185,2.00159534811974,21,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"33",33,1,1,1,"Direct","LIE","What religion do you practice?",0.492592592592593,1.98174701048993,28,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"34",34,1,1,1,"Direct","TRUTH","What religion do you practice?",0.526851851851852,1.89867855259217,28,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"35",35,1,1,1,"Indirect","TRUTH","Are you from Tao Nan Primary School?",0.490740740740741,2.31585999950767,1,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"36",36,1,1,1,"Indirect","LIE","Were you in the Infocomm Club CCA during secondary school?",0.332407407407407,2.7001419228036,6,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"37",37,1,1,1,"Indirect","LIE","Was the last country you visited Malaysia?",0.488888888888889,2.03359470132273,18,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"38",38,1,1,1,"Indirect","LIE","Do you have 4 siblings?",0.457407407407407,5.1337663945742,16,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"39",39,1,1,1,"Direct","LIE","What brand of handphone do you use?",0.35462962962963,3.13406602363102,29,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"40",40,1,1,1,"Indirect","TRUTH","Are you from Singapore Polytechnic?",0.517592592592593,2.6830303465249,15,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"41",41,1,1,1,"Direct","LIE","What brand of laptop do you mainly use?",0.49537037037037,3.00123989954591,30,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"42",42,1,1,1,"Indirect","TRUTH","Was the last country you visited Australia?",0.323148148148148,2.03243179433048,18,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"43",43,1,1,1,"Direct","LIE","What is your favourite sport?",0.349074074074074,2.59941427980084,7,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"44",44,1,1,1,"Direct","TRUTH","Which primary school are you from?",0.498148148148148,2.21706615062431,1,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"45",45,1,1,1,"Direct","TRUTH","What course are you studying?",0.486111111111111,2.40013788070064,23,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"46",46,1,1,1,"Indirect","TRUTH","Is your favourite sport Kayaking?",0.381481481481481,7.36677736474667,7,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"47",47,1,1,1,"Indirect","TRUTH","Are you from Serangoon Secondary School?",0.689814814814815,8.18235570006073,2,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"48",48,1,1,1,"Indirect","LIE","Do you drink alcohol rarely?",0.412037037037037,3.76801912498195,27,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"49",49,1,1,1,"Indirect","LIE","Are you studying Sociology course in NTU?",0.337037037037037,2.55196029238869,23,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"50",50,1,1,1,"Indirect","LIE","Is the Canberra station the closest MRT to your house?",0.37037037037037,1.90010932926089,19,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"51",51,1,1,1,"Direct","TRUTH","What brand of laptop do you mainly use?",0.519444444444444,1.43095379555598,30,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"52",52,1,1,1,"Direct","TRUTH","Which year in NTU are you currently in? (Eg. 1, 2, 3, 4)",0.503703703703704,2.25247306225356,22,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"53",53,0,0,1,"Direct","LIE","Which school in NTU are you from? (Eg. NBS, SSS, SOH)",0.330555555555556,2.38344687584322,21,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"54",54,1,1,1,"Direct","LIE","What CCA (Co-curricular Activity) did you join in secondary school?",0.5,2.56784319714643,6,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"55",55,1,1,1,"Direct","TRUTH","How often do you smoke?",0.839814814814815,6.18267938925419,26,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"56",56,1,1,1,"Indirect","TRUTH","Do you hate eating cheese the most?",0.769444444444444,4.333312908886,10,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"57",57,1,1,1,"Direct","LIE","What is your favourite flavour?(E.g. chocolate, vanilla, milktea; it can be a complicated flavour)",0.518518518518518,2.63359284074977,14,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
"58",58,1,1,1,"Indirect","LIE","Is your religion Catholicism?",0.400925925925926,2.70035750162788,28,37,36,73,-0.502271259222083,-2.93362685406997,1.27184309181154,0.631618623678662,-0.383109099450463,2.75,2.5,1.8,2.14285714285714,2.6,2,3,3.33333333333333,20.1261904761905,43,40,39,20,83,59,142,45,31,14,90,0.360740740740741,0.977426526485375,-0.292638947933465,"Female",20,"Right handed","Junior College","Chinese","Not religious","Singaporean","Yes"
